image_path,object_name,state_name
cup/empty/000231.png,cup,0
cup/full/000232.png,cup,2
cup/full/000233.png,cup,2
cup/empty/000234.png,cup,0
cup/half/000235.png,cup,1
cup/half/000236.png,cup,1
cup/full/000237.png,cup,2
cup/half/000238.png,cup,1
cup/full/000239.png,cup,2
cup/full/000240.png,cup,2
cup/half/000241.png,cup,1
cup/full/000242.png,cup,2
cup/full/000243.png,cup,2
cup/half/000244.png,cup,1
cup/full/000245.png,cup,2
cup/full/000246.png,cup,2
cup/half/000247.png,cup,1
cup/full/000248.png,cup,2
cup/empty/000249.png,cup,0
cup/half/000250.png,cup,1
cup/half/000251.png,cup,1
cup/full/000252.png,cup,2
cup/half/000253.png,cup,1
cup/empty/000254.png,cup,0
cup/empty/000255.png,cup,0
cup/half/000256.png,cup,1
cup/half/000257.png,cup,1
cup/half/000258.png,cup,1
cup/full/000259.png,cup,2
cup/full/000260.png,cup,2
cup/full/000261.png,cup,2
cup/half/000262.png,cup,1
cup/half/000263.png,cup,1
cup/half/000264.png,cup,1
cup/full/000265.png,cup,2
cup/half/000266.png,cup,1
cup/empty/000267.png,cup,0
cup/empty/000268.png,cup,0
cup/full/000269.png,cup,2
cup/full/000270.png,cup,2
cup/empty/000271.png,cup,0
cup/empty/000272.png,cup,0
cup/half/000273.png,cup,1
cup/half/000274.png,cup,1
cup/half/000275.png,cup,1
cup/empty/000276.png,cup,0
cup/half/000277.png,cup,1
cup/full/000278.png,cup,2
cup/half/000279.png,cup,1
cup/half/000280.png,cup,1
cup/full/000281.png,cup,2
cup/half/000282.png,cup,1
cup/half/000283.png,cup,1
cup/full/000284.png,cup,2
cup/half/000285.png,cup,1
cup/half/000286.png,cup,1
cup/half/000287.png,cup,1
cup/half/000288.png,cup,1
cup/half/000289.png,cup,1
cup/empty/000290.png,cup,0
cup/half/000291.png,cup,1
cup/full/000292.png,cup,2
cup/full/000293.png,cup,2
cup/full/000294.png,cup,2
cup/full/000295.png,cup,2
cup/empty/000296.png,cup,0
cup/full/000297.png,cup,2
cup/empty/000298.png,cup,0
cup/half/000299.png,cup,1
cup/half/000300.png,cup,1
cup/full/000301.png,cup,2
cup/full/000302.png,cup,2
cup/full/000303.png,cup,2
cup/full/000304.png,cup,2
cup/full/000305.png,cup,2
cup/full/000306.png,cup,2
cup/half/000307.png,cup,1
cup/half/000308.png,cup,1
cup/half/000309.png,cup,1
cup/full/000310.png,cup,2
cup/empty/000311.png,cup,0
cup/half/000312.png,cup,1
cup/empty/000313.png,cup,0
cup/full/000314.png,cup,2
cup/full/000315.png,cup,2
cup/full/000316.png,cup,2
cup/half/000317.png,cup,1
cup/half/000318.png,cup,1
cup/half/000319.png,cup,1
cup/half/000320.png,cup,1
cup/half/000321.png,cup,1
cup/half/000322.png,cup,1
cup/full/000323.png,cup,2
cup/half/000324.png,cup,1
cup/empty/000325.png,cup,0
cup/empty/000326.png,cup,0
cup/half/000327.png,cup,1
cup/full/000328.png,cup,2
cup/full/000329.png,cup,2
cup/full/000330.png,cup,2
cup/empty/000331.png,cup,0
cup/empty/000332.png,cup,0
cup/full/000333.png,cup,2
cup/half/000334.png,cup,1
cup/full/000335.png,cup,2
cup/empty/000336.png,cup,0
cup/full/000337.png,cup,2
cup/half/000338.png,cup,1
cup/half/000339.png,cup,1
cup/half/000340.png,cup,1
cup/full/000341.png,cup,2
cup/half/000342.png,cup,1
cup/half/000343.png,cup,1
cup/full/000344.png,cup,2
cup/empty/000345.png,cup,0
cup/half/000346.png,cup,1
cup/full/000347.png,cup,2
cup/full/000348.png,cup,2
cup/half/000349.png,cup,1
cup/empty/000350.png,cup,0
cup/full/000351.png,cup,2
cup/half/000352.png,cup,1
cup/full/000353.png,cup,2
cup/full/000354.png,cup,2
cup/full/000355.png,cup,2
cup/full/000356.png,cup,2
cup/full/000357.png,cup,2
cup/half/000358.png,cup,1
cup/half/000359.png,cup,1
cup/full/000360.png,cup,2
cup/empty/000361.png,cup,0
cup/empty/000362.png,cup,0
cup/empty/000363.png,cup,0
cup/half/000364.png,cup,1
cup/empty/000365.png,cup,0
cup/full/000366.png,cup,2
cup/empty/000367.png,cup,0
cup/empty/000368.png,cup,0
cup/full/000369.png,cup,2
cup/empty/000370.png,cup,0
cup/half/000371.png,cup,1
cup/half/000372.png,cup,1
cup/full/000373.png,cup,2
cup/empty/000374.png,cup,0
cup/full/000375.png,cup,2
cup/half/000376.png,cup,1
cup/empty/000377.png,cup,0
cup/full/000378.png,cup,2
cup/half/000379.png,cup,1
cup/empty/000380.png,cup,0
cup/full/000381.png,cup,2
cup/half/000382.png,cup,1
cup/full/000383.png,cup,2
cup/full/000384.png,cup,2
cup/full/000385.png,cup,2
cup/half/000386.png,cup,1
cup/empty/000387.png,cup,0
cup/half/000388.png,cup,1
cup/half/000389.png,cup,1
cup/empty/000390.png,cup,0
cup/half/000391.png,cup,1
cup/half/000392.png,cup,1
cup/full/000393.png,cup,2
cup/half/000394.png,cup,1
cup/half/000395.png,cup,1
cup/half/000396.png,cup,1
cup/full/000397.png,cup,2
cup/full/000398.png,cup,2
cup/half/000399.png,cup,1
cup/full/000400.png,cup,2
cup/half/000401.png,cup,1
cup/full/000402.png,cup,2
cup/full/000403.png,cup,2
cup/half/000404.png,cup,1
cup/empty/000405.png,cup,0
cup/full/000406.png,cup,2
cup/half/000407.png,cup,1
cup/full/000408.png,cup,2
cup/empty/000409.png,cup,0
cup/full/000410.png,cup,2
cup/empty/000411.png,cup,0
cup/half/000412.png,cup,1
cup/half/000413.png,cup,1
cup/full/000414.png,cup,2
cup/full/000415.png,cup,2
cup/full/000416.png,cup,2
cup/half/000417.png,cup,1
cup/half/000418.png,cup,1
cup/empty/000419.png,cup,0
cup/full/000420.png,cup,2
cup/empty/000421.png,cup,0
cup/full/000422.png,cup,2
cup/full/000423.png,cup,2
cup/full/000424.png,cup,2
cup/half/000425.png,cup,1
cup/half/000426.png,cup,1
cup/half/000427.png,cup,1
cup/half/000428.png,cup,1
cup/half/000429.png,cup,1
cup/full/000430.png,cup,2
cup/half/000431.png,cup,1
cup/full/000432.png,cup,2
cup/full/000433.png,cup,2
cup/full/000434.png,cup,2
cup/half/000435.png,cup,1
cup/full/000436.png,cup,2
cup/half/000437.png,cup,1
cup/half/000438.png,cup,1
cup/half/000439.png,cup,1
cup/half/000440.png,cup,1
cup/full/000441.png,cup,2
cup/full/000442.png,cup,2
cup/half/000443.png,cup,1
cup/half/000444.png,cup,1
cup/half/000445.png,cup,1
cup/full/000446.png,cup,2
cup/half/000447.png,cup,1
cup/half/000448.png,cup,1
cup/full/000449.png,cup,2
cup/full/000450.png,cup,2
cup/half/000451.png,cup,1
cup/full/000452.png,cup,2
cup/half/000453.png,cup,1
cup/half/000454.png,cup,1
cup/full/000455.png,cup,2
cup/full/000456.png,cup,2
cup/full/000457.png,cup,2
cup/full/000458.png,cup,2
cup/full/000459.png,cup,2
cup/full/000460.png,cup,2
cup/half/000461.png,cup,1
cup/empty/000462.png,cup,0
cup/half/000463.png,cup,1
cup/empty/000464.png,cup,0
cup/half/000465.png,cup,1
cup/half/000466.png,cup,1
cup/half/000467.png,cup,1
cup/empty/000468.png,cup,0
cup/empty/000469.png,cup,0
cup/half/000470.png,cup,1
cup/half/000471.png,cup,1
cup/half/000472.png,cup,1
cup/full/000473.png,cup,2
cup/full/000474.png,cup,2
cup/full/000475.png,cup,2
cup/full/000476.png,cup,2
cup/half/000477.png,cup,1
cup/half/000478.png,cup,1
cup/full/000479.png,cup,2
cup/half/000480.png,cup,1
cup/half/000481.png,cup,1
cup/half/000482.png,cup,1
cup/half/000483.png,cup,1
cup/full/000484.png,cup,2
cup/full/000485.png,cup,2
cup/empty/000486.png,cup,0
cup/empty/000487.png,cup,0
cup/full/000488.png,cup,2
cup/full/000489.png,cup,2
cup/half/000490.png,cup,1
cup/empty/000491.png,cup,0
cup/full/000492.png,cup,2
cup/half/000493.png,cup,1
cup/half/000494.png,cup,1
cup/half/000495.png,cup,1
cup/full/000496.png,cup,2
cup/full/000497.png,cup,2
cup/full/000498.png,cup,2
cup/full/000499.png,cup,2
cup/half/000500.png,cup,1
cup/empty/000501.png,cup,0
cup/full/000502.png,cup,2
cup/half/000503.png,cup,1
cup/full/000504.png,cup,2
cup/half/000505.png,cup,1
cup/full/000506.png,cup,2
cup/half/000507.png,cup,1
cup/half/000508.png,cup,1
cup/half/000509.png,cup,1
cup/full/000510.png,cup,2
cup/half/000511.png,cup,1
cup/full/000512.png,cup,2
cup/empty/000513.png,cup,0
cup/half/000514.png,cup,1
cup/half/000515.png,cup,1
cup/half/000516.png,cup,1
cup/half/000517.png,cup,1
cup/half/000518.png,cup,1
cup/full/000519.png,cup,2
cup/half/000520.png,cup,1
cup/full/000521.png,cup,2
cup/half/000522.png,cup,1
cup/empty/000523.png,cup,0
cup/half/000524.png,cup,1
cup/half/000525.png,cup,1
cup/half/000526.png,cup,1
cup/half/000527.png,cup,1
cup/half/000528.png,cup,1
cup/half/000529.png,cup,1
cup/full/000530.png,cup,2
cup/full/000531.png,cup,2
cup/full/000532.png,cup,2
cup/empty/000533.png,cup,0
cup/full/000534.png,cup,2
cup/half/000535.png,cup,1
cup/half/000536.png,cup,1
cup/full/000537.png,cup,2
cup/full/000538.png,cup,2
cup/full/000539.png,cup,2
cup/full/000540.png,cup,2
cup/full/000541.png,cup,2
cup/full/000542.png,cup,2
cup/full/000543.png,cup,2
cup/half/000544.png,cup,1
cup/half/000545.png,cup,1
cup/full/000546.png,cup,2
cup/half/000547.png,cup,1
cup/half/000548.png,cup,1
cup/half/000549.png,cup,1
cup/half/000550.png,cup,1
cup/empty/000551.png,cup,0
cup/empty/000552.png,cup,0
cup/empty/000553.png,cup,0
cup/empty/000554.png,cup,0
cup/half/000555.png,cup,1
cup/half/000556.png,cup,1
cup/half/000557.png,cup,1
cup/half/000558.png,cup,1
cup/empty/000559.png,cup,0
cup/full/000560.png,cup,2
cup/half/000561.png,cup,1
cup/full/000562.png,cup,2
cup/full/000563.png,cup,2
cup/half/000564.png,cup,1
cup/half/000565.png,cup,1
cup/half/000566.png,cup,1
cup/half/000567.png,cup,1
cup/half/000568.png,cup,1
cup/full/000569.png,cup,2
cup/half/000570.png,cup,1
cup/half/000571.png,cup,1
cup/half/000572.png,cup,1
cup/half/000573.png,cup,1
cup/half/000574.png,cup,1
cup/empty/000575.png,cup,0
cup/full/000576.png,cup,2
cup/full/000577.png,cup,2
cup/half/000578.png,cup,1
cup/half/000579.png,cup,1
cup/half/000580.png,cup,1
cup/full/000581.png,cup,2
cup/full/000582.png,cup,2
cup/half/000583.png,cup,1
cup/empty/000584.png,cup,0
cup/half/000585.png,cup,1
cup/half/000586.png,cup,1
cup/empty/000587.png,cup,0
cup/half/000588.png,cup,1
cup/half/000589.png,cup,1
cup/half/000590.png,cup,1
cup/full/000591.png,cup,2
cup/full/000592.png,cup,2
cup/empty/000593.png,cup,0
cup/full/000594.png,cup,2
cup/half/000595.png,cup,1
cup/half/000596.png,cup,1
cup/full/000597.png,cup,2
cup/full/000598.png,cup,2
cup/full/000599.png,cup,2
cup/half/000600.png,cup,1
cup/half/000601.png,cup,1
cup/empty/000602.png,cup,0
cup/full/000603.png,cup,2
cup/half/000604.png,cup,1
cup/half/000605.png,cup,1
cup/empty/000606.png,cup,0
cup/full/000607.png,cup,2
cup/half/000608.png,cup,1
cup/half/000609.png,cup,1
cup/full/000610.png,cup,2
cup/full/000611.png,cup,2
cup/full/000612.png,cup,2
cup/half/000613.png,cup,1
cup/half/000614.png,cup,1
cup/half/000615.png,cup,1
cup/full/000616.png,cup,2
cup/empty/000617.png,cup,0
cup/full/000618.png,cup,2
cup/half/000619.png,cup,1
cup/full/000620.png,cup,2
cup/empty/000621.png,cup,0
cup/full/000622.png,cup,2
cup/empty/000623.png,cup,0
cup/full/000624.png,cup,2
cup/half/000625.png,cup,1
cup/full/000626.png,cup,2
cup/empty/000627.png,cup,0
cup/full/000628.png,cup,2
cup/full/000629.png,cup,2
cup/full/000630.png,cup,2
cup/half/000631.png,cup,1
cup/full/000632.png,cup,2
cup/half/000633.png,cup,1
cup/half/000634.png,cup,1
cup/full/000635.png,cup,2
cup/half/000636.png,cup,1
cup/empty/000637.png,cup,0
cup/half/000638.png,cup,1
cup/half/000639.png,cup,1
cup/half/000640.png,cup,1
cup/half/000641.png,cup,1
cup/half/000642.png,cup,1
cup/empty/000643.png,cup,0
cup/half/000644.png,cup,1
cup/half/000645.png,cup,1
cup/empty/000646.png,cup,0
cup/full/000647.png,cup,2
cup/full/000648.png,cup,2
cup/half/000649.png,cup,1
cup/full/000650.png,cup,2
cup/empty/000651.png,cup,0
cup/full/000652.png,cup,2
cup/full/000653.png,cup,2
cup/half/000654.png,cup,1
cup/empty/000655.png,cup,0
cup/empty/000656.png,cup,0
cup/half/000657.png,cup,1
cup/empty/000658.png,cup,0
cup/half/000659.png,cup,1
cup/half/000660.png,cup,1
cup/half/000661.png,cup,1
cup/full/000662.png,cup,2
cup/full/000663.png,cup,2
cup/half/000664.png,cup,1
cup/half/000665.png,cup,1
cup/half/000666.png,cup,1
cup/full/000667.png,cup,2
cup/full/000668.png,cup,2
cup/half/000669.png,cup,1
cup/half/000670.png,cup,1
cup/full/000671.png,cup,2
cup/full/000672.png,cup,2
cup/full/000673.png,cup,2
cup/half/000674.png,cup,1
cup/empty/000675.png,cup,0
cup/half/000676.png,cup,1
cup/full/000677.png,cup,2
cup/full/000678.png,cup,2
cup/full/000679.png,cup,2
cup/full/000680.png,cup,2
cup/half/000681.png,cup,1
cup/full/000682.png,cup,2
cup/half/000683.png,cup,1
cup/half/000684.png,cup,1
cup/half/000685.png,cup,1
cup/full/000686.png,cup,2
cup/half/000687.png,cup,1
cup/empty/000688.png,cup,0
cup/half/000689.png,cup,1
cup/half/000690.png,cup,1
cup/half/000691.png,cup,1
cup/empty/000692.png,cup,0
cup/half/000693.png,cup,1
cup/half/000694.png,cup,1
cup/half/000695.png,cup,1
cup/empty/000696.png,cup,0
cup/full/000697.png,cup,2
cup/full/000698.png,cup,2
cup/half/000699.png,cup,1
cup/half/000700.png,cup,1
cup/empty/000701.png,cup,0
cup/full/000702.png,cup,2
cup/half/000703.png,cup,1
cup/half/000704.png,cup,1
cup/half/000705.png,cup,1
cup/full/000706.png,cup,2
cup/empty/000707.png,cup,0
cup/full/000708.png,cup,2
cup/full/000709.png,cup,2
cup/half/000710.png,cup,1
cup/full/000711.png,cup,2
cup/half/000712.png,cup,1
cup/full/000713.png,cup,2
cup/full/000714.png,cup,2
cup/full/000715.png,cup,2
cup/half/000716.png,cup,1
cup/half/000717.png,cup,1
cup/full/000718.png,cup,2
cup/empty/000719.png,cup,0
cup/full/000720.png,cup,2
cup/half/000721.png,cup,1
cup/full/000722.png,cup,2
cup/empty/000723.png,cup,0
cup/empty/000724.png,cup,0
cup/half/000725.png,cup,1
cup/half/000726.png,cup,1
cup/half/000727.png,cup,1
cup/half/000728.png,cup,1
cup/half/000729.png,cup,1
cup/full/000730.png,cup,2
cup/full/000731.png,cup,2
cup/empty/000732.png,cup,0
cup/empty/000733.png,cup,0
cup/half/000734.png,cup,1
cup/empty/000735.png,cup,0
cup/half/000736.png,cup,1
cup/half/000737.png,cup,1
cup/empty/000738.png,cup,0
cup/full/000739.png,cup,2
cup/full/000740.png,cup,2
cup/empty/000741.png,cup,0
cup/empty/000742.png,cup,0
cup/half/000743.png,cup,1
cup/full/000744.png,cup,2
cup/full/000745.png,cup,2
cup/half/000746.png,cup,1
cup/empty/000747.png,cup,0
cup/full/000748.png,cup,2
cup/full/000749.png,cup,2
cup/empty/000750.png,cup,0
cup/half/000751.png,cup,1
cup/half/000752.png,cup,1
cup/full/000753.png,cup,2
cup/empty/000754.png,cup,0
cup/full/000755.png,cup,2
cup/half/000756.png,cup,1
cup/empty/000757.png,cup,0
cup/empty/000758.png,cup,0
cup/half/000759.png,cup,1
cup/full/000760.png,cup,2
cup/half/000761.png,cup,1
cup/full/000762.png,cup,2
cup/empty/000763.png,cup,0
cup/half/000764.png,cup,1
cup/half/000765.png,cup,1
cup/half/000766.png,cup,1
cup/half/000767.png,cup,1
cup/half/000768.png,cup,1
cup/half/000769.png,cup,1
cup/half/000770.png,cup,1
cup/full/000771.png,cup,2
cup/full/000772.png,cup,2
cup/half/000773.png,cup,1
cup/half/000774.png,cup,1
cup/half/000775.png,cup,1
cup/half/000776.png,cup,1
cup/empty/000777.png,cup,0
cup/half/000778.png,cup,1
cup/full/000779.png,cup,2
cup/full/000780.png,cup,2
cup/full/000781.png,cup,2
cup/half/000782.png,cup,1
cup/half/000783.png,cup,1
cup/full/000784.png,cup,2
cup/full/000785.png,cup,2
cup/full/000786.png,cup,2
cup/half/000787.png,cup,1
cup/half/000788.png,cup,1
cup/empty/000789.png,cup,0
cup/half/000790.png,cup,1
cup/full/000791.png,cup,2
cup/full/000792.png,cup,2
cup/half/000793.png,cup,1
cup/full/000794.png,cup,2
cup/half/000795.png,cup,1
cup/half/000796.png,cup,1
cup/half/000797.png,cup,1
cup/half/000798.png,cup,1
cup/full/000799.png,cup,2
cup/half/000800.png,cup,1
cup/full/000801.png,cup,2
cup/full/000802.png,cup,2
cup/full/000803.png,cup,2
cup/full/000804.png,cup,2
cup/full/000805.png,cup,2
cup/full/000806.png,cup,2
cup/full/000807.png,cup,2
cup/half/000808.png,cup,1
cup/empty/000809.png,cup,0
cup/full/000810.png,cup,2
cup/full/000811.png,cup,2
cup/full/000812.png,cup,2
cup/full/000813.png,cup,2
cup/half/000814.png,cup,1
cup/empty/000815.png,cup,0
cup/empty/000816.png,cup,0
cup/full/000817.png,cup,2
cup/full/000818.png,cup,2
cup/empty/000819.png,cup,0
cup/half/000820.png,cup,1
cup/half/000821.png,cup,1
cup/full/000822.png,cup,2
cup/full/000823.png,cup,2
cup/full/000824.png,cup,2
cup/full/000825.png,cup,2
cup/full/000826.png,cup,2
cup/full/000827.png,cup,2
cup/half/000828.png,cup,1
cup/half/000829.png,cup,1
cup/empty/000830.png,cup,0
cup/full/000831.png,cup,2
cup/half/000832.png,cup,1
cup/full/000833.png,cup,2
cup/full/000834.png,cup,2
cup/full/000835.png,cup,2
cup/half/000836.png,cup,1
cup/half/000837.png,cup,1
cup/full/000838.png,cup,2
cup/half/000839.png,cup,1
cup/half/000840.png,cup,1
cup/half/000841.png,cup,1
cup/half/000842.png,cup,1
cup/full/000843.png,cup,2
cup/empty/000844.png,cup,0
cup/full/000845.png,cup,2
cup/half/000846.png,cup,1
cup/empty/000847.png,cup,0
cup/full/000848.png,cup,2
cup/half/000849.png,cup,1
cup/half/000850.png,cup,1
cup/full/000851.png,cup,2
cup/half/000852.png,cup,1
cup/half/000853.png,cup,1
cup/full/000854.png,cup,2
cup/full/000855.png,cup,2
cup/full/000856.png,cup,2
cup/half/000857.png,cup,1
cup/full/000858.png,cup,2
cup/full/000859.png,cup,2
cup/half/000860.png,cup,1
cup/full/000861.png,cup,2
cup/half/000862.png,cup,1
cup/half/000863.png,cup,1
cup/empty/000864.png,cup,0
cup/full/000865.png,cup,2
cup/full/000866.png,cup,2
cup/half/000867.png,cup,1
cup/full/000868.png,cup,2
cup/half/000869.png,cup,1
cup/half/000870.png,cup,1
cup/empty/000871.png,cup,0
cup/full/000872.png,cup,2
cup/half/000873.png,cup,1
cup/full/000874.png,cup,2
cup/full/000875.png,cup,2
cup/full/000876.png,cup,2
cup/full/000877.png,cup,2
cup/full/000878.png,cup,2
cup/full/000879.png,cup,2
cup/full/000880.png,cup,2
cup/half/000881.png,cup,1
cup/full/000882.png,cup,2
cup/half/000883.png,cup,1
cup/half/000884.png,cup,1
cup/half/000885.png,cup,1
cup/full/000886.png,cup,2
cup/half/000887.png,cup,1
cup/full/000888.png,cup,2
cup/half/000889.png,cup,1
cup/empty/000890.png,cup,0
cup/full/000891.png,cup,2
cup/full/000892.png,cup,2
cup/full/000893.png,cup,2
cup/half/000894.png,cup,1
cup/half/000895.png,cup,1
cup/half/000896.png,cup,1
cup/full/000897.png,cup,2
cup/half/000898.png,cup,1
cup/half/000899.png,cup,1
cup/half/000900.png,cup,1
cup/full/000901.png,cup,2
cup/full/000902.png,cup,2
cup/full/000903.png,cup,2
cup/full/000904.png,cup,2
cup/full/000905.png,cup,2
cup/half/000906.png,cup,1
cup/half/000907.png,cup,1
cup/full/000908.png,cup,2
cup/full/000909.png,cup,2
cup/full/000910.png,cup,2
cup/full/000911.png,cup,2
cup/full/000912.png,cup,2
cup/half/000913.png,cup,1
cup/full/000914.png,cup,2
cup/half/000915.png,cup,1
cup/half/000916.png,cup,1
cup/half/000917.png,cup,1
cup/full/000918.png,cup,2
cup/half/000919.png,cup,1
cup/half/000920.png,cup,1
cup/empty/000921.png,cup,0
cup/empty/000922.png,cup,0
